post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text
Boras Tapeter Wallpaper Salunda,boras-tapeter-wallpaper-salunda,,457014,"Water, water, water! In this children's wallpaper, the fictional city streets of Salunda in Allemansland are all filled with water. Go for a swim and discover this monochrome city, which has its origins in Stig Lindberg's illustrations.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>",publish,,0,,1,open,BT-6274,,,no,no,0,412,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Salunda Multi,boras-tapeter-wallpaper-salunda-multi,,457016,"In this children's wallpaper, the fictional city streets of Salunda in Allemansland are all filled with water. Go for a swim and discover this wet city, which has its origins in Stig Lindberg's illustrations. This is the brightly coloured version of this children's wallpaper.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>",publish,,0,,1,open,BT-6275,,,no,no,0,242,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Linnea,boras-tapeter-wallpaper-linnea,,457020,"The ethereal pink twinflower and its winding green leaves are Elsa Beskow's classic motif from Blomsterfesten i Tappan (&quot;the Flowers' Festival&quot;), now a children's wallpaper border. On this romantic border, the flowers dance underneath the ceiling, which looks lovely on the walls of a small children's room.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>",publish,,0,,1,open,BT-6276,,,no,no,0,175,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Segelfarden,boras-tapeter-wallpaper-segelfarden,,457024,"Segelfarden is a lovely wallpaper border that works well in children's rooms and summer cottages alike. In Elsa Beskow's book Sagoskatt Trip Trapp Trull (&quot;Fairytale Treasure Tic Tac Toe&quot;), three girls in straw hats and sailor's blouses set off on a sailing adventure. This fantastic border sails around the room, almost in tune with the sea shanty Who can sail without wind.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>",publish,,0,,1,open,BT-6277,,,no,no,0,175,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Batlek,boras-tapeter-wallpaper-batlek,,457028,"With this wonderful border, inspired by Elsa Beskow's world, you can either sail away with Herr Peter and his friends on the hunt for new adventures, or let the deep blue sea rock you off to sleep. Decorate your child's walls with this lovely children's border.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>",publish,,0,,1,open,BT-6278,,,no,no,0,175,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Tripp Trapp Trull,boras-tapeter-wallpaper-tripp-trapp-trull,,457032,"A beautiful children's wallpaper border that features motifs from Olle's ski trip, the Sun Egg, the children of the forest and the children of Hat Cottage  many beloved figures and childhood memories for readers young and old. This border, which features motifs from Elsa Beskow's books, is a real fairytale treasure for a children's room.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>",publish,,0,,1,open,BT-6279,,,no,no,0,175,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Blomsterparaden,boras-tapeter-wallpaper-blomsterparaden,,457035,"Let your room fizz and your imagination run wild with this two-metre-long parade of flowers that is full of colour, plants and floral splendour. This border features illustrations from Elsa Beskow's children's book Blomsterfesten i Tappan (&quot;the Flowers' Festival&quot;).","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>",publish,,0,,1,open,BT-6280,,,no,no,0,175,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Brio Trains,boras-tapeter-wallpaper-brio-trains,,457039,"This row of classic BRIO trains is now a colourful and playful border for children's rooms. This border offers nostalgia for grown-ups, as well as a whole new world for little ones to discover.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 3 5946527801"" height=""137"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_3_5946527801.png"" title=""imageedit 3 5946527801"" width=""130"" /></p><h1>Care CodeGuide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here</span><span style=""color:#696969;""> </span></a></strong><span style=""font-size: 1em;"">to download.</span>",publish,,0,,1,open,BT-6281,,,no,no,0,175,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Harvest Stripe,boras-tapeter-wallpaper-harvest-stripe,,457043,"Creating a delightfully cosy feel, our textured Harvest Stripe wallpaper in light grey and white is the ideal way to welcome guests to your home. Printed on a linen structured base, this simple yet sophisticated wallpaper goes perfectly in living rooms and lounges. Harvest Stripes comes in six alternative colour schemes - make sure you seen them all!","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </a></strong><span style=""font-size: 1em;"">to download.",publish,,0,,1,open,BT-6850-P,,,no,no,,154,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Harvest Stripe - 6850,variation-458342-of-boras-tapeter-wallpaper-harvest-stripe,457043,458342,,Colour: 6850,publish,,0,,1,closed,BT-6850,BT-6850-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Harvest Stripe - 6851,variation-458348-of-boras-tapeter-wallpaper-harvest-stripe,457043,458348,,Colour: 6851,publish,,0,,1,closed,BT-6851,BT-6850-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Harvest Stripe - 6852,variation-458354-of-boras-tapeter-wallpaper-harvest-stripe,457043,458354,,Colour: 6852,publish,,0,,1,closed,BT-6852,BT-6850-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Harvest Stripe - 6853,variation-458360-of-boras-tapeter-wallpaper-harvest-stripe,457043,458360,,Colour: 6853,publish,,0,,1,closed,BT-6853,BT-6850-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Harvest Stripe - 6854,variation-458366-of-boras-tapeter-wallpaper-harvest-stripe,457043,458366,,Colour: 6854,publish,,0,,1,closed,BT-6854,BT-6850-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Harvest Stripe - 6855,variation-458372-of-boras-tapeter-wallpaper-harvest-stripe,457043,458372,,Colour: 6855,publish,,0,,1,closed,BT-6855,BT-6850-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Shirt Stripe,boras-tapeter-wallpaper-shirt-stripe,,457049,"With its simple yet sophisticated pattern, our Shirt Stripe design in white was inspired by the neutral tones of naturally coloured linen. The perfect match for rustic wood, it is ideal to hang in kitchens, creating a gorgeously contemporary aesthetic. Choose from four uniquely lovely colour schemes.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </a></strong><span style=""font-size: 1em;"">to download.",publish,,0,,1,open,BT-6856-P,,,no,no,,154,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Shirt Stripe - 6856,variation-458378-of-boras-tapeter-wallpaper-shirt-stripe,457049,458378,,Colour: 6856,publish,,0,,1,closed,BT-6856,BT-6856-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Shirt Stripe - 6857,variation-458384-of-boras-tapeter-wallpaper-shirt-stripe,457049,458384,,Colour: 6857,publish,,0,,1,closed,BT-6857,BT-6856-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Shirt Stripe - 6858,variation-458390-of-boras-tapeter-wallpaper-shirt-stripe,457049,458390,,Colour: 6858,publish,,0,,1,closed,BT-6858,BT-6856-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Shirt Stripe - 6859,variation-458396-of-boras-tapeter-wallpaper-shirt-stripe,457049,458396,,Colour: 6859,publish,,0,,1,closed,BT-6859,BT-6856-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Linen Stripe,boras-tapeter-wallpaper-linen-stripe,,457055,"Inspired by sun dyed linen fabric, this version of Linen Stripe is beautifully patterned in cool shades of blue, grey and white. With its gorgeous, finely textured linen surface, this chic wallpaper will and a stylish edge to home interiors. Available in three alternative colours - have you seen them all?","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </a></strong><span style=""font-size: 1em;"">to download.",publish,,0,,1,open,BT-6860-P,,,no,no,,154,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Linen Stripe - 6860,variation-458402-of-boras-tapeter-wallpaper-linen-stripe,457055,458402,,Colour: 6860,publish,,0,,1,closed,BT-6860,BT-6860-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Linen Stripe - 6861,variation-458408-of-boras-tapeter-wallpaper-linen-stripe,457055,458408,,Colour: 6861,publish,,0,,1,closed,BT-6861,BT-6860-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Linen Stripe - 6862,variation-458414-of-boras-tapeter-wallpaper-linen-stripe,457055,458414,,Colour: 6862,publish,,0,,1,closed,BT-6862,BT-6860-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Botanical Stripe,boras-tapeter-wallpaper-botanical-stripe,,457061,"Printed on our Shades of Chalk surface, this striking leaf design pattern marries floral imagery with delicate stripes, to create a look that is intricate, edgy, and absolutely unique. This stone grey version of Botanical Stripe is the darkest of four colour options available - be sure to see them all!","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </a></strong><span style=""font-size: 1em;"">to download.",publish,,0,,1,open,BT-6863-P,,,no,no,,154,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Botanical Stripe - 6863,variation-458420-of-boras-tapeter-wallpaper-botanical-stripe,457061,458420,,Colour: 6863,publish,,0,,1,closed,BT-6863,BT-6863-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Botanical Stripe - 6864,variation-458426-of-boras-tapeter-wallpaper-botanical-stripe,457061,458426,,Colour: 6864,publish,,0,,1,closed,BT-6864,BT-6863-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Botanical Stripe - 6865,variation-458432-of-boras-tapeter-wallpaper-botanical-stripe,457061,458432,,Colour: 6865,publish,,0,,1,closed,BT-6865,BT-6863-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Botanical Stripe - 6866,variation-458438-of-boras-tapeter-wallpaper-botanical-stripe,457061,458438,,Colour: 6866,publish,,0,,1,closed,BT-6866,BT-6863-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Watercolour Stripe,boras-tapeter-wallpaper-watercolour-stripe,,457067,"Creating a calm and harmonious interior aesthetic, this unique Asian inspired wallpaper displays tones and techniques used in watercolour paintings. Rich, stylish, and artistic, it's the perfect piece for contemporary bedrooms. This white, beige and powder pink version is one of two colour schemes available in this design.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </span></span></a></strong><span style=""font-size: 1em;"">to download.</span></span>",publish,,0,,1,open,BT-6867-P,,,no,no,,154,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Watercolour Stripe - 6867,variation-458444-of-boras-tapeter-wallpaper-watercolour-stripe,457067,458444,,Colour: 6867,publish,,0,,1,closed,BT-6867,BT-6867-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Watercolour Stripe - 6868,variation-458450-of-boras-tapeter-wallpaper-watercolour-stripe,457067,458450,,Colour: 6868,publish,,0,,1,closed,BT-6868,BT-6867-P,,no,no,0,154,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Chalk Stripe,boras-tapeter-wallpaper-chalk-stripe,,457073,"Printed on our stunning Shades of Chalk surface, this one-of-a-kind wallpaper is cool, contemporary, and achingly chic. With a fresh white background with a subtle stripe of the lightest grey, it's the perfect way brighten a room in your home. This is the lightest version of Chalk Stripe's five alternative colour schemes.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </span></span></a></strong><span style=""font-size: 1em;"">to download.</span></span>",publish,,0,,1,open,BT-6869-P,,,no,no,,192,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Chalk Stripe - 6869,variation-458456-of-boras-tapeter-wallpaper-chalk-stripe,457073,458456,,Colour: 6869,publish,,0,,1,closed,BT-6869,BT-6869-P,,no,no,0,192,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Chalk Stripe - 6870,variation-458462-of-boras-tapeter-wallpaper-chalk-stripe,457073,458462,,Colour: 6870,publish,,0,,1,closed,BT-6870,BT-6869-P,,no,no,0,192,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Chalk Stripe - 6871,variation-458468-of-boras-tapeter-wallpaper-chalk-stripe,457073,458468,,Colour: 6871,publish,,0,,1,closed,BT-6871,BT-6869-P,,no,no,0,192,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Chalk Stripe - 6872,variation-458474-of-boras-tapeter-wallpaper-chalk-stripe,457073,458474,,Colour: 6872,publish,,0,,1,closed,BT-6872,BT-6869-P,,no,no,0,192,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Chalk Stripe - 6873,variation-458480-of-boras-tapeter-wallpaper-chalk-stripe,457073,458480,,Colour: 6873,publish,,0,,1,closed,BT-6873,BT-6869-P,,no,no,0,192,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Stockholm Stripe,boras-tapeter-wallpaper-stockholm-stripe,,457079,"Stockholm Stripe has a bold colour palette consisting of dark blue, dark grey and muted turquoise lifted by slim lines of shimmering silver. Chic, stylish, and contemporary, this wallpaper combines a classic style with modern accents to create a truly striking aesthetic. It is the perfect piece for hanging in your hallway.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </a></strong><span style=""font-size: 1em;"">to download.",publish,,0,,1,open,BT-6874-P,,,no,no,,186,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Stockholm Stripe - 6874,variation-458486-of-boras-tapeter-wallpaper-stockholm-stripe,457079,458486,,Colour: 6874,publish,,0,,1,closed,BT-6874,BT-6874-P,,no,no,0,186,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Stockholm Stripe - 6875,variation-458492-of-boras-tapeter-wallpaper-stockholm-stripe,457079,458492,,Colour: 6875,publish,,0,,1,closed,BT-6875,BT-6874-P,,no,no,0,186,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Stockholm Stripe - 6876,variation-458498-of-boras-tapeter-wallpaper-stockholm-stripe,457079,458498,,Colour: 6876,publish,,0,,1,closed,BT-6876,BT-6874-P,,no,no,0,186,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Stockholm Stripe - 6877,variation-458504-of-boras-tapeter-wallpaper-stockholm-stripe,457079,458504,,Colour: 6877,publish,,0,,1,closed,BT-6877,BT-6874-P,,no,no,0,186,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Stockholm Stripe - 6878,variation-458510-of-boras-tapeter-wallpaper-stockholm-stripe,457079,458510,,Colour: 6878,publish,,0,,1,closed,BT-6878,BT-6874-P,,no,no,0,186,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Stockholm Stripe - 6879,variation-458516-of-boras-tapeter-wallpaper-stockholm-stripe,457079,458516,,Colour: 6879,publish,,0,,1,closed,BT-6879,BT-6874-P,,no,no,0,186,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Stockholm Stripe - 6880,variation-458522-of-boras-tapeter-wallpaper-stockholm-stripe,457079,458522,,Colour: 6880,publish,,0,,1,closed,BT-6880,BT-6874-P,,no,no,0,186,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Noble Stripe,boras-tapeter-wallpaper-noble-stripe,,457085,"Inspired by the textures and tones of ancient woven fabrics, our Noble Stripe wallpaper in ivory features rhythmic repetition and a shimmering stripes. Subtle, sophisticated, and effortlessly chic, it suits all rooms from the kitchen to bedrooms and living rooms.","<h1>Care Code</h1><p><img align=""baseline"" alt=""imageedit 5 2242489781"" height=""133"" src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=""imageedit 5 2242489781"" width=""127"" /></p><h1>Care Code Guide</h1><p><span style=""font-size: 1em;"">Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click <strong style=""font-size: 1em;""><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Wallpaper-Care-Guide.pdf""><span style=""color:#ff0033;"">here<span style=""color:#696969;""> </a></strong><span style=""font-size: 1em;"">to download.",publish,,0,,1,open,BT-6881-P,,,no,no,,192,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Noble Stripe - 6881,variation-458528-of-boras-tapeter-wallpaper-noble-stripe,457085,458528,,Colour: 6881,publish,,0,,1,closed,BT-6881,BT-6881-P,,no,no,0,192,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
